id,name,category,type,ship_to_name,ship_to_erp,ship_to_id,license_plate_number,erp_id,Asset Type,Tank Size,Hub,LoS,Date Added
624941,Generac Industrial Power  #1,generator,CustomerAsset,Pasadena Fwy-1423,800004B1-1488559327-Pasadena Fwy-1423,273047,Generac Industrial Power  #1,,,,,,
624945,DOZER,equipment,CustomerAsset,Almeda Sq WSD 2306,80000533-1497642307-Almeda Sq WSD 2306,360380,DOZER,,,,,,
624950,VEND TANK - DYED,tank,CustomerAsset,Buffalo Creek Landfi,800019C4-1667580375-Buffalo Creek Landfi,518339,VEND TANK - DYED,,,,,,
624951,CUST TANK,tank,CustomerAsset,Montauk,800004B1-1488559327-Montauk,518646,CUST TANK,,,,,,
624953,CUST CLEAR 1K,tank,CustomerAsset,Yard,80001CAA-1686246439-Yard,344903,CUST CLEAR 1K,,,,,,
624956,CUST NL 1K,tank,CustomerAsset,Yard,80001CAA-1686246439-Yard,344903,CUST NL 1K,,,,,,
624959,CUST TANK,tank,CustomerAsset,Rodeo Ranch RRH1,800005A7-1503349027-Rodeo Ranch RRH1,518653,CUST TANK,,,,,,
624962,GEN - DYED,tank,CustomerAsset,S Avenue,80001E2F-1694707527-S Avenue,430144,GEN - DYED,,,,,,
624968,CUST TANK,tank,CustomerAsset,Brook PL,8000131A-1629164867-Brook PL,518658,CUST TANK,,,,,,
624975,MS-6K-56,tank,RentalAsset,Endeavor Cyclops,80002386-1723642410-Endeavor Cyclops,638111,MS-6K-56,MS-6K-56,,,,,
624977,MS-4K-70,tank,RentalAsset,Houston HUB,,135003,MS-4K-70,MS-4K-70,,,,,
624980,Track hoe,equipment,CustomerAsset,FM 362,80001989-1666288810-FM 362,167875,Track hoe,,,,,,
624983,2 LIGHT TOWERS,equipment,CustomerAsset,Target T0804,80001363-1630602200-Target T0804,518528,2 LIGHT TOWERS,,,,,,
624984,GEN,generator,CustomerAsset,West Robles,8000216D-1712869804-West Robles,518628,GEN,,,,,,
624988,CUST GAS TANK,tank,CustomerAsset,Blattner,80001FC3-1703865868-Blattner,518665,CUST GAS TANK,,,,,,
624989,CUST CLEAR TANK,tank,CustomerAsset,Blattner,80001FC3-1703865868-Blattner,518665,CUST CLEAR TANK,,,,,,
624990,CUST DYED TANK,tank,CustomerAsset,Blattner,80001FC3-1703865868-Blattner,518665,CUST DYED TANK,,,,,,
625000,CUST CLEAR TANK,tank,CustomerAsset,Los Vaqueros 443H,800012DB-1627321982-Los Vaqueros 443H,518705,CUST CLEAR TANK,,,,,,
625001,CUST DYED TANK,tank,CustomerAsset,Los Vaqueros 443H,800012DB-1627321982-Los Vaqueros 443H,518705,CUST DYED TANK,,,,,,
625015,CUST TANK,tank,CustomerAsset,McLane,80001FC3-1703865868-McLane,518666,CUST TANK,,,,,,
625020,GEN 1,generator,CustomerAsset,FM 359,80000043-1405975414-FM 359,283466,GEN 1,,,,,,
625021,GEN 2,generator,CustomerAsset,FM 359,80000043-1405975414-FM 359,283466,GEN 2,,,,,,
625023,GENXENS048,generator,CustomerAsset,magnolia,800001CC-1436472496-magnolia,518629,GENXENS048,,,,,,
625024,GGENXENS033,generator,CustomerAsset,magnolia,800001CC-1436472496-magnolia,518629,GGENXENS033,,,,,,
625071,Water truck,equipment,CustomerAsset,SUNTERRA SEC 57,80000148-1424882166-SUNTERRA SEC 57,518420,N/A,,,,,,
625072,CUST CLEAR TANK,tank,CustomerAsset,Unit 26 Small Eyed,80000EFF-1596660268-Unit 26 Small Eyed,518726,CUST CLEAR TANK,,,,,,
625073,DEF CASES,tank,CustomerAsset,Unit 26 Small Eyed,80000EFF-1596660268-Unit 26 Small Eyed,518726,DEF CASES,,,,,,
625079,2k,tank,CustomerAsset,Hellcamp Materials,80001FC3-1703865868-Hellcamp Materials,518634,2k,,,,,,
625082,GEN,generator,CustomerAsset,CVS ARP,800015E5-1646839871-CVS ARP,518732,GEN,,,,,,
625085,Portable Tank,tank,CustomerAsset,Peacock Solar,80001093-1609878945-Peacock Solar,299132,Portable Tank,,,,,,
625088,2k - # 2,tank,CustomerAsset,Hellcamp Materials,80001FC3-1703865868-Hellcamp Materials,518634,2k - # 2,,,,,,
625092,WAJA128,tank,CustomerAsset,Resolute A713614,800001CC-1436472496-Resolute Q-486270,518735,WAJA128,,,,,,
625094,CUSTOMER TANK,tank,CustomerAsset,VELAR DEVELOP,80001FC3-1703865868-VELAR DEVELOP,518737,CUSTOMER TANK,,,,,,
625100,CUST TANK CLEAR DIESEL,tank,CustomerAsset,Big E Services,80001FC3-1703865868-Big E Services,518741,CUST TANK CLEAR DIESEL,,,,,,
625119,Cust Tank Clear WELL #B,tank,CustomerAsset,Cudd Hannathon,80001CF0-1687961490-Cudd Hannathon,518751,Cust Tank Clear WELL #B,,,,,,
625124,Truck,equipment,CustomerAsset,Los Vaqueros 443H,800012DB-1627321982-Los Vaqueros 443H,518705,Truck,,,,,,
625133,Cust Tank -Dyed,tank,CustomerAsset,Crespi PL,8000131A-1629164867-Crespi PL,518753,Cust Tank Dyed,,,,,,
625134,EQUIPMENT - Loader #524,equipment,CustomerAsset,N Main St,800020F9-1710179828-N Main St,516720,EQUIPMENT - Loader #524,,,,,,
625148,FUEL CUBE- FC37,tank,CustomerAsset,Gears Road,8000216C-1712864626-Gears Road,518618,FUEL CUBE- FC37,,,,,,
625149,Trailer Gen - BPD00908,generator,CustomerAsset,Gears Road,8000216C-1712864626-Gears Road,518618,Trailer Gen - BPD00908,,,,,,
625150,Gen# 30054,generator,CustomerAsset,Stateline Co Rd 300,80000782-1529350865-Stateline Co Rd 300,517821,Gen# 30054,,,,,,
625151,Cust Tank Clear WELL #A,tank,CustomerAsset,Cudd Hannathon,80001CF0-1687961490-Cudd Hannathon,518751,Cust Tank Clear WELL #A,,,,,,
625169,XCMP086,generator,CustomerAsset,Tri Sienna A712862,800001CC-1436472496-Tri Sienna A712862,518578,XCMP086,,,,,,
625170,Cust 100KW Gen,generator,CustomerAsset,Cinemark -Kuykendah,800003B1-1472765627-Cinemark -Kuykendah,518758,Cust 100KW Gen,,,,,,
625179,Unit ID TBD,tank,CustomerAsset,Invista Or A711941,800001CC-1436472496-Invista Or A711941,517919,Unit ID TBD,,,,,,
625180,291,equipment,CustomerAsset,Anzalduas Dam,80001FC3-1703865868-Anzalduas Dam,498852,291,,,,,,
625198,GEN - DYED,tank,CustomerAsset,The Lumiere of Chest,80002161-1712615729-The Lumiere of Chest,518425,GEN - DYED,,,,,,
625200,VEND TANK - DYED,tank,CustomerAsset,"M&J Civil Construction, LLC",80002157-1712346331,518328,VEND TANK - DYED,,,,,,
625202,Black cube-b(no stcker),tank,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,Black cube-b(no stcker),,,,,,
625203,Cust Drum,tank,CustomerAsset,Ship To 1,80000EEB-1596038358-Ship To 1,269968,Cust Drum,,,,,,
625217,CUST TANK - DYED,tank,CustomerAsset,Cesar Chavez St,800019E9-1668722607-Cesar Chavez St,518441,CUST TANK - DYED,,,,,,
625218,LIGHT TOWERS,tank,CustomerAsset,Target T1176,80001363-1630602200-Target T1176,518514,LIGHT TOWERS,,,,,,
625220,GEN,tank,CustomerAsset,TASP EAST CRYSTAL,80001FF5-1705009907-TASP EAST CRYSTAL,518542,GEN,,,,,,
625224,D160,equipment,CustomerAsset,Bingle,80001538-1642431008-Bingle,517243,D160,,,,,,
625227,300 RDD Tank,tank,CustomerAsset,Katy Hockley,80000559-1499457550-Katy Hockley,163552,300 RDD Tank,,,,,,
625228,CUST TANK - DYED,tank,CustomerAsset,Water Tower Way,80001FBD-1703787791-Water Tower Way,518527,CUST TANK - DYED,,,,,,
625239,TK00766,tank,CustomerAsset,Invista Or A711941,800001CC-1436472496-Invista Or A711941,517919,TK00766,,,,,,
625240,Heavy Dump Teuck,vehicle,CustomerAsset,Driftwood,80000951-1556571139-Driftwood,509922,123,,,,,,
625248,MEG,generator,CustomerAsset,Westminster,800009D6-1562958603-Westminster,518783,MEG,,,,,,
625249,250 KW,generator,CustomerAsset,Westminster,800009D6-1562958603-Westminster,518783,250 KW,,,,,,
625250,UNDERGROUND TANK,tank,CustomerAsset,Westminster,800009D6-1562958603-Westminster,518783,UNDERGROUND TANK,,,,,,
625251,ABOVE GROUND TANK,tank,CustomerAsset,Westminster,800009D6-1562958603-Westminster,518783,ABOVE GROUND TANK,,,,,,
625252,EQUIPMENT,equipment,CustomerAsset,Aeroplex Dr,80002110-1710798091-Aeroplex Dr,518782,EQUIPMENT,,,,,,
625262,CUSTOMER TANK,tank,CustomerAsset,Permian Fed Com 511,800012DB-1627321982-Permian Fed Com 511,518790,CUSTOMER TANK,,,,,,
625278,AIR COMP,equipment,CustomerAsset,DEVINE,800008B3-1547482398-DEVINE,518787,AIR COMP,,,,,,
625282,BUSES/TRUCKS,vehicle,CustomerAsset,OQ Chemicals,80001280-1624374225-OQ Chemicals,328008,BUSES/TRUCKS,,,,,,
625284,JD Skid Steer,equipment,CustomerAsset,Root Road,800014C7-1639080412-Root Road,516184,JD Skid Steer,,,,,,
625286,JD Mini Excavator 60G,equipment,CustomerAsset,Root Road,800014C7-1639080412-Root Road,516184,JD Mini Excavator 60G,,,,,,
625289,CUST TANK #2- DYED,tank,CustomerAsset,Cesar Chavez St,800019E9-1668722607-Cesar Chavez St,518441,CUST TANK #2 - DYED,,,,,,
625296,CUST TANK - CLEAR,tank,CustomerAsset,US Hwy 83,8000215A-1712543028-US Hwy 83,518806,CUST TANK - CLEAR,,,,,,
625303,GEN - DYED,tank,CustomerAsset,Federal 80 Hwy,800003CB-1474382989-Federal 80 Hwy,518788,GEN - DYED,,,,,,
625305,D7E DOZER,equipment,CustomerAsset,Rellis Data,800016D5-1651762742-Rellis Data,514317,D7E DOZER,,,,,,
625307,CUST TANK- DYED,tank,CustomerAsset,E 12th St,80001F32-1700171018-E 12th St,472218,CUST TANK- DYED,,,,,,
625314,CUST VEHICLE- CLEAR,vehicle,CustomerAsset,Chanelle & Brandos Transport LLC,80002156-1712344922,518326,CUST VEHICLE- CLEAR,,,,,,
625315,Cust Tank Clear,tank,CustomerAsset,Unit 19/OXY Heads CC,80000EFF-1596660268-Unit 19/OXY Heads CC,273891,Cust Tank Clear,,,,,,
625316,Cust Tank,tank,CustomerAsset,Unit 19/OXY Heads CC,80000EFF-1596660268-Unit 19/OXY Heads CC,273891,Cust Tank,,,,,,
625347,CUST TANK,tank,CustomerAsset,Bigfoot Lockhart,80001FC3-1703865868-Bigfoot  Lockhart,518953,CUST TANK,,,,,,
625358,Sww4978,vehicle,CustomerAsset,Bluff Point Dr,800015AC-1645814863-Bluff Point Dr,167149,Sww4978,,,,,,
625373,Customer tanker,equipment,CustomerAsset,Permian Fed Com 511,800012DB-1627321982-Permian Fed Com 511,518790,Customer tanker,,,,,,
625374,CAT #GN60-36,generator,CustomerAsset,Eastgate Sub,800004B1-1488559327-Eastgate Sub,514633,CAT #GN60-36,,,,,,
625375,Cube#550GFT-39,tank,CustomerAsset,Eastgate Sub,800004B1-1488559327-Eastgate Sub,514633,Cube#550GFT-39,,,,,,
625404,DYED - 600 GAL TOTES,tank,CustomerAsset,COORD,80001C36-1683057657-COORD,518709,DYED - 600 GAL TOTES,,,,,,
625406,P-265,equipment,CustomerAsset,Hatcherville Rd,80001D10-1689003833-Hatcherville Rd,505345,P-265,,,,,,
625408,10943819,equipment,CustomerAsset,Hatcherville Rd,80001D10-1689003833-Hatcherville Rd,505345,10943819,,,,,,
625410,DEF DRUM,tank,CustomerAsset,Pradera Oaks Sec 12,80000533-1497642307-Pradera Oaks Sec 12,518381,DEF DRUM,,,,,,
625413,DSO GEN,generator,CustomerAsset,Pinnell St.,80002170-1712960270-Pinnell St.,518893,DSO GEN,,,,,,
625414,CUST EQUIPMENT,equipment,CustomerAsset,Holzwarth Road,800000FE-1415815371-Holzwarth Road,518964,CUST EQUIPMENT,,,,,,
625417,Tk00485,tank,CustomerAsset,Independence Pkwy,8000136C-1630627670-Independence Pkwy,268208,Tk00485,,,,,,
625420,EQUIP FILL,equipment,CustomerAsset,Eul Moore Dr,80002127-1711145056-Eul Moore Dr,517558,EQUIP FILL,,,,,,
625422,Xclb017,generator,CustomerAsset,Independence Pkwy,8000136C-1630627670-Independence Pkwy,268208,Xclb017,,,,,,
625425,TK00495,tank,CustomerAsset,Independence Pkwy,8000136C-1630627670-Independence Pkwy,268208,TK00495,,,,,,
625433,CUST EQUIPMENT,equipment,CustomerAsset,Morton Creek Sec 25,800000ED-1415049759-Morton Creek Sec 25,518983,CUST EQUIPMENT,,,,,,
625434,CUST EQUIPMENT,equipment,CustomerAsset,Anniston Sec 1,800000ED-1415049759-Anniston Sec 1,518984,CUST EQUIPMENT,,,,,,
625442,10k_20_1,tank,CustomerAsset,Bickham Road,80001991-1666365770-Bickham Road,517857,10k_20_1,,,,,,
625443,4000-23-69,tank,CustomerAsset,Bigfoot Lockhart,80001FC3-1703865868-Bigfoot  Lockhart,518953,4000-23-69,,,,,,
625445,XENZ001,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENZ001,,,,,,
625454,CUST TANK,tank,CustomerAsset,Prestige Gunite,80001FC3-1703865868-Prestige Gunite,518990,CUST TANK,,,,,,
625456,CUST TANK,tank,CustomerAsset,Stealth Towing,80001FC3-1703865868-Stealth Towing,518991,CUST TANK,,,,,,
625457,XCMP109,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP109,,,,,,
625461,XCMP114,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP114,,,,,,
625463,XCMP063,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP063,,,,,,
625464,XCMP003,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP003,,,,,,
625465,XCMP069,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP069,,,,,,
625466,XCMP051,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP051,,,,,,
625467,XCMP046,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP046,,,,,,
625468,XCMP077,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP077,,,,,,
625469,XCMP129,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP129,,,,,,
625472,XENY011 DEF,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENY011 DEF,,,,,,
625473,XENY024,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENY024,,,,,,
625474,XENY024 DEF,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENY024 DEF,,,,,,
625475,XENY001,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENY001,,,,,,
625476,XENY011,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENY011,,,,,,
625477,CUST TANK,tank,CustomerAsset,Ranch Carrizo Spring,800000FB-1415810980-Ranch Carrizo Spring,518996,CUST TANK,,,,,,
625478,XENZ001 DEF,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENZ001 DEF,,,,,,
625479,XENZ002,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENZ002,,,,,,
625483,XENZ002 DEF,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XENZ002 DEF,,,,,,
625484,XBPN029,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XBPN029,,,,,,
625485,XBSN057,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XBSN057,,,,,,
625487,XCLB002,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCLB002,,,,,,
625488,DEF DRUM,tank,CustomerAsset,Bullard Pkwy Ph 2,80000533-1497642307-Bullard Pkwy Ph 2,518997,DEF DRUM,,,,,,
625489,XBVJ005,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XBVJ005,,,,,,
625490,XCMP123,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP123,,,,,,
625491,CUST TANK,tank,CustomerAsset,Enterprise Lenorah,800005A7-1503349027-Enterprise Lenorah,519000,CUST TANK,,,,,,
625493,GEN,generator,CustomerAsset,S Farm Rd 135,80002153-1712333405-S Farm Rd 135,518652,GEN,,,,,,
625494,XCMP036,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XCMP036,,,,,,
625495,VEND TANK - DYED,tank,CustomerAsset,Allen Pike,80001C25-1682546821-Allen Pike,518994,VEND TANK - DYED,,,,,,
625496,VEND TANK - NL,tank,CustomerAsset,Allen Pike,80001C25-1682546821-Allen Pike,518994,VEND TANK - NL,,,,,,
625497,XBPN024,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XBPN024,,,,,,
625498,268,generator,CustomerAsset,Anzalduas Dam,80001FC3-1703865868-Anzalduas Dam,498852,268,,,,,,
625500,Bulk def,equipment,CustomerAsset,Holzwarth Road,800000FE-1415815371-Holzwarth Road,518964,Bulk def,,,,,,
625503,CUST EQUIPMENT,equipment,CustomerAsset,"11319 Thompson Bend Drive, , Humble, Texas, 77396, United States",8000102F-1603902723-,423490,CUST EQUIPMENT,,,,,,
625530,XBEX132,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XBEX132,,,,,,
625532,CUST GEN,generator,CustomerAsset,Idela Tower,80001A31-1670628590-Idela Tower,519010,CUST GEN,,,,,,
625545,TK00729,tank,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,TK00729,,,,,,
625546,WAJB073,tank,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,WAJB073,,,,,,
625547,TK00467,tank,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,TK00467,,,,,,
625552,Cat 330 trac-hoe,equipment,CustomerAsset,Voss 23005,80000168-1428070129-Voss 23005,418163,Cat 330 trac-hoe,,,,,,
625553,CUST GEN,generator,CustomerAsset,Lancaster Hutchins,8000217A-1713294603-Lancaster Hutchins,519021,CUST GEN,,,,,,
625554,WAJA417,tank,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,WAJA417,,,,,,
625555,XBSG002,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XBSG002,,,,,,
625556,XALX070,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XALX070,,,,,,
625557,XBEW008,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XBEW008,,,,,,
625564,XBEX058,generator,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,XBEX058,,,,,,
625568,TK00786,tank,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,TK00786,,,,,,
625569,WAJA016,tank,CustomerAsset,Salesmanship A711924,800001CC-1436472496-Salesmanship A711924,517001,WAJA016,,,,,,
625571,CUST DYED TANK,tank,CustomerAsset,North Wilson Deep,800017DD-1658262533-North Wilson Deep,519028,CUST DYED TANK,,,,,,
625572,CUST CLEAR TANK,tank,CustomerAsset,North Wilson Deep,800017DD-1658262533-North Wilson Deep,519028,CUST CLEAR TANK,,,,,,
625583,CUST DEF TANK,tank,CustomerAsset,Emmatart Y Pad,80001C45-1683295185-Emmatart Y Pad,516968,CUST DEF TANK,,,,,,
625587,Gen#109602,generator,CustomerAsset,Gears Road,8000216C-1712864626-Gears Road,518618,Gen#109602,,,,,,
625589,800-36-8016,tank,CustomerAsset,Tesla Lithium,800018A1-1662730320-Tesla Lithium,518419,800-36-8016,,,,,,
625600,Gen#74625,generator,CustomerAsset,Gears Road,8000216C-1712864626-Gears Road,518618,Gen#74625,,,,,,
625601,Gen#108044,generator,CustomerAsset,Gears Road,8000216C-1712864626-Gears Road,518618,Gen#108044,,,,,,
625619,CUST TANK,tank,CustomerAsset,Aim Recycling,80001FC3-1703865868-Aim Recycling,519040,CUST TANK,,,,,,
625621,CUST TANK  R,tank,CustomerAsset,Aim Recycling,80001FC3-1703865868-Aim Recycling,519040,CUST TANK R,,,,,,
625630,Cust Tank 1,tank,CustomerAsset,S & T Plumbing,80001FC3-1703865868-S & T Plumbing,519048,Cust Tank 1,,,,,,
625631,Cust Tank 2,tank,CustomerAsset,S & T Plumbing,80001FC3-1703865868-S & T Plumbing,519048,Cust Tank 2,,,,,,
625632,Cust Tank 3,tank,CustomerAsset,S & T Plumbing,80001FC3-1703865868-S & T Plumbing,519048,Cust Tank 3,,,,,,
625642,RIG TANK,tank,CustomerAsset,Friday Beinhorn,80002019-1705768145-Friday Beinhorn,519052,Rig Tank,,,,,,
625643,Mud Tank,tank,CustomerAsset,Friday Beinhorn,80002019-1705768145-Friday Beinhorn,519052,Mud Tank,,,,,,
625645,Pump,equipment,CustomerAsset,Cudd Hannathon,80001CF0-1687961490-Cudd Hannathon,518751,Pump,,,,,,
625673,Excavator Komatsu A37604,equipment,CustomerAsset,Tavola Sec 10,8000006C-1406226973-Tavola Sec 10,518011,Excavator Komatsu A37604,,,,,,
625679,CUST EQUIPMENT,equipment,CustomerAsset,PROJECT OILER,80000035-1405975412-PROJECT OILER,518894,CUST EQUIPMENT,,,,,,
625680,DEF DRUM,tank,CustomerAsset,Bridgeland Prairie,80000168-1428070129-Bridgeland Prairie,515616,DEF DRUM,,,,,,
625681,Generator 9242637,generator,CustomerAsset,Pasadena Fwy-1423,800004B1-1488559327-Pasadena Fwy-1423,273047,Generator 9242637,,,,,,
625682,Bulk Def,equipment,CustomerAsset,Morton Creek Sec 25,800000ED-1415049759-Morton Creek Sec 25,518983,Bulk Def,,,,,,
625685,CUST TANK,tank,CustomerAsset,Corpus Christi Plant,80001E84-1696454785-Corpus Christi Plant,431235,CUST TANK,,,,,,
625687,DEF TOTE,tank,CustomerAsset,Sheldon Rd,80001989-1666288810-Sheldon Rd,492003,DEF TOTE,,,,,,
625688,143SC,tank,CustomerAsset,Westheimer- 5718,800000D4-1412777523-Westheimer- 5718,169005,143SC,,,,,,
625689,144SC,tank,CustomerAsset,Westheimer- 5718,800000D4-1412777523-Westheimer- 5718,169005,144SC,,,,,,
625690,Black inside generator 751SC,generator,CustomerAsset,Westheimer- 5718,800000D4-1412777523-Westheimer- 5718,169005,Black inside generator 751SC,,,,,,
625693,DEF DRUM,tank,CustomerAsset,Posey Project,8000145A-1636583106-Posey Project,517872,DEF DRUM,,,,,,
625694,DOZER 850K,equipment,CustomerAsset,Anniston Sec 1,800000ED-1415049759-Anniston Sec 1,518984,DOZER 850K,,,,,,
625695,F550 auxiliary tank,vehicle,CustomerAsset,Anniston Sec 1,800000ED-1415049759-Anniston Sec 1,518984,NFN-6018,,,,,,
625696,Case 580,equipment,CustomerAsset,Anniston Sec 1,800000ED-1415049759-Anniston Sec 1,518984,Case 580,,,,,,
625697,Case 540,equipment,CustomerAsset,Anniston Sec 1,800000ED-1415049759-Anniston Sec 1,518984,Case 540,,,,,,
625699,DEF,equipment,CustomerAsset,Anniston Sec 1,800000ED-1415049759-Anniston Sec 1,518984,DEF,,,,,,
625702,Lifts,equipment,CustomerAsset,Park 290 Blg 2,80001495-1637697228-Park 290 Blg 2,515090,Lifts,,,,,,
625704,650sc,generator,CustomerAsset,Westheimer- 5718,800000D4-1412777523-Westheimer- 5718,169005,650sc,,,,,,
625705,XCYE037,generator,CustomerAsset,JUBILEE A713129,800001CC-1436472496-JUBILEE A713129,519059,XCYE037,,,,,,
625706,Roller,equipment,CustomerAsset,N Main St,800020F9-1710179828-N Main St,516720,Roller,,,,,,
625707,Mini ex,equipment,CustomerAsset,N Main St,800020F9-1710179828-N Main St,516720,Mini ex,,,,,,
625710,GEN,generator,CustomerAsset,Blue Mills Rd,80002153-1712333405-Blue Mills Rd,518989,GEN,,,,,,
625715,GENERATOR,generator,CustomerAsset,Lime Creek,80002169-1712842709-Lime Creek,518785,GENERATOR,,,,,,
